datetime,water_level,pressure,water_temp,wind_speed,wind_u,wind_v
2022-01-06 04:00:00,0.504,1011.7,16.8,1.1,-0.5829111906565255,0.9328529057720686
2022-01-06 05:00:00,0.488,1011.7,17.0,1.7,0.1481647626710185,1.6935309867559674
2022-01-06 06:00:00,0.486,1011.4,17.3,2.4,0.20917378259437905,2.3908672754201894
2022-01-06 07:00:00,0.499,1011.1,17.4,1.9,0.5555062389731998,1.8169790363297673
2022-01-06 08:00:00,0.511,1011.1,17.5,2.1,1.11283045488973,1.7809010019284948
2022-01-06 09:00:00,0.515,1010.7,17.7,2.3,1.008253637614878,2.0672263064880836
2022-01-06 10:00:00,0.524,1010.9,17.8,1.5,0.8816778784387096,1.2135254915624212
2022-01-06 11:00:00,0.538,1011.2,17.8,1.1,0.6465637775217203,0.8899186938124423
2022-01-06 12:00:00,0.535,1011.7,17.8,1.3,1.243196182751946,0.38008321613955826
2022-01-06 13:00:00,0.493,1012.1,17.8,1.9,1.8711347307231951,0.3299315375671676
2022-01-06 14:00:00,0.416,1012.7,17.8,3.3,3.275402300416362,-0.4021688332369873
2022-01-06 15:00:00,0.31,1013.6,17.8,1.6,1.5880738426261152,-0.1949909494482363
2022-01-06 16:00:00,0.196,1014.4,17.8,2.7,2.658980933132962,-0.46885007970071096
2022-01-06 17:00:00,0.118,1014.7,17.7,3.5,3.491474175909385,-0.24414765810443828
2022-01-06 18:00:00,0.068,1014.1,17.6,3.9,3.8620454680921243,-0.5427750937442553
2022-01-06 19:00:00,0.052,1013.9,17.6,5.1,3.8490188591361383,-3.345901047851586
2022-01-06 20:00:00,0.044,1013.1,17.6,4.6,3.0178715333563337,-3.4716640690247504
2022-01-06 21:00:00,0.091,1014.0,17.6,5.1,-1.4910956940859574,-4.87715425541148
2022-01-06 22:00:00,0.185,1014.5,17.7,4.6,-0.3208797792229764,-4.588794631195191
2022-01-06 23:00:00,0.288,1015.3,17.7,3.3,0.34494392878325625,-3.2819222547153015
2022-01-07 00:00:00,0.354,1015.7,17.7,3.7,-0.32247624816633524,-3.6859203829394587
2022-01-07 01:00:00,0.413,1016.9,17.6,5.4,-0.5644537016453288,-5.370418234988676
2022-01-07 02:00:00,0.477,1018.2,17.6,7.7,-1.071632877392504,-7.625064129310092
2022-01-07 03:00:00,0.474,1018.7,17.5,5.8,-1.205887806743004,-5.673256084256073
2022-01-07 04:00:00,0.476,1019.7,17.4,4.3,-3.144820916962433,-2.932592948268743
2022-01-07 05:00:00,0.474,1020.4,17.4,6.6,-4.063365737149344,-5.200870973804364
2022-01-07 06:00:00,0.451,1020.6,17.4,5.0,-4.095760221444959,-2.8678821817552302
2022-01-07 07:00:00,0.376,1020.8,17.5,5.3,-3.335398072564138,-4.118873595721945
2022-01-07 08:00:00,0.361,1021.2,17.5,5.5,-3.3861381142911204,-4.334059144836971
2022-01-07 09:00:00,0.374,1021.6,17.4,5.0,-3.2802951449525364,-3.77354790111386
2022-01-07 10:00:00,0.425,1021.9,17.3,4.6,-3.364227027448184,-3.137192456287493
2022-01-07 11:00:00,0.474,1021.7,17.2,4.6,-3.0178715333563333,-3.471664069024751
2022-01-07 12:00:00,0.514,1022.4,17.2,2.7,-2.485363104321589,-1.0549740469210391
2022-01-07 13:00:00,0.529,1022.9,17.2,4.5,-3.068992620281243,-3.291091657286267
2022-01-07 14:00:00,0.503,1023.2,17.3,5.5,-3.6083246594477902,-4.150902691225246
2022-01-07 15:00:00,0.433,1023.2,17.3,4.8,-4.711810480548787,-0.9158831778074156
2022-01-07 16:00:00,0.388,1023.7,17.3,4.7,-4.613647762204021,-0.8968022782697611
2022-01-07 17:00:00,0.35,1023.6,17.2,3.5,-3.3286978070330373,-1.081559480312316
2022-01-07 18:00:00,0.308,1023.3,17.2,4.6,-4.482102298012082,-1.0347748499817786
2022-01-07 19:00:00,0.26,1022.3,17.1,3.6,-3.117691453623979,-1.8000000000000005
2022-01-07 20:00:00,0.271,1021.5,17.1,5.0,-4.8063084796915945,-1.3781867790849958
2022-01-07 21:00:00,0.284,1020.8,17.1,5.8,-5.78587149150698,-0.40458754771592637
2022-01-07 22:00:00,0.357,1020.5,17.1,3.7,-3.6994364720786477,0.06457390381794886
2022-01-07 23:00:00,0.413,1020.4,17.1,4.4,-4.393969952920125,-0.23027820746895347
2022-01-08 00:00:00,0.51,1020.3,17.0,4.0,-3.950753362380551,-0.6257378601609237
2022-01-08 01:00:00,0.607,1020.3,17.1,5.0,-4.890738003669028,-1.0395584540887972
2022-01-08 02:00:00,0.675,1020.6,17.2,6.0,-6.0,-3.6739403974420594e-16
2022-01-08 03:00:00,0.655,1020.1,17.2,5.1,-5.087576656325103,0.35575801609503915
2022-01-08 04:00:00,0.66,1020.2,17.2,5.6,-5.383065497254585,1.5435691925751946
2022-01-08 05:00:00,0.647,1019.5,17.3,5.1,-4.9692873304047,1.1472503771537115
2022-01-08 06:00:00,0.656,1019.0,17.4,4.6,-4.463360340869583,1.1128407197584718
2022-01-08 07:00:00,0.675,1018.7,17.4,5.1,-4.9692873304047,1.1472503771537115
2022-01-08 08:00:00,0.68,1018.2,17.5,4.3,-4.189791278576512,0.9672895336786196
2022-01-08 09:00:00,0.677,1017.7,17.5,5.4,-5.333517039213744,0.8447461112172464
2022-01-08 10:00:00,0.697,1017.0,17.5,5.1,-5.050367150582009,0.7097828148963332
2022-01-08 11:00:00,0.743,1016.7,17.5,5.6,-5.477626564109311,1.1643054685794523
2022-01-08 12:00:00,0.757,1016.7,17.5,3.8,-3.6527944445656115,1.0474219521045964
2022-01-08 13:00:00,0.764,1016.7,17.5,6.7,-5.91574887215481,3.145459470665469
2022-01-08 14:00:00,0.773,1017.1,17.6,5.9,-4.77320026681219,3.467932988525591
2022-01-08 15:00:00,0.773,1017.6,17.6,5.2,-4.259590630302757,2.98259746902544
2022-01-08 16:00:00,0.75,1018.0,17.6,5.0,-4.193352839727121,2.723195175075136
2022-01-08 17:00:00,0.739,1017.6,17.6,4.4,-3.419442230410673,2.7690097206192843
2022-01-08 18:00:00,0.723,1016.6,17.6,2.7,-1.267573219521905,2.383958500719103
2022-01-08 19:00:00,0.675,1015.6,17.6,3.8,-1.5455992436880415,3.4714727390418827
2022-01-08 20:00:00,0.669,1015.6,17.6,3.5,-1.4791639160924483,3.1720772546282747
2022-01-08 21:00:00,0.655,1015.0,17.6,6.4,-1.5483001318378735,6.209892648166377
2022-01-08 22:00:00,0.64,1014.9,17.7,5.8,-1.2058878067430039,5.673256084256073
2022-01-08 23:00:00,0.637,1015.4,17.7,5.8,-1.2058878067430039,5.673256084256073
2022-01-09 00:00:00,0.685,1016.2,17.7,5.2,-1.6929544031772144,4.9166965931164475
2022-01-09 01:00:00,0.724,1016.7,17.8,5.0,-2.033683215379002,4.567727288213003
2022-01-09 02:00:00,0.737,1017.3,17.8,4.8,-1.483281572999748,4.565071278216736
2022-01-09 03:00:00,0.752,1017.3,17.8,5.5,-1.0494494745709972,5.3989495089621515
2022-01-09 04:00:00,0.774,1017.8,17.8,3.5,-1.197070501639841,3.2889241727506793
2022-01-09 05:00:00,0.744,1017.7,17.7,4.2,-1.0160719615186045,4.0752420503591855
2022-01-09 06:00:00,0.738,1017.8,17.7,3.4,-0.3553967751100227,3.381374444252129
2022-01-09 07:00:00,0.693,1017.7,17.7,5.0,0.3487823687206264,4.987820251299121
2022-01-09 08:00:00,0.641,1017.9,17.7,2.7,0.6988114217768062,2.6079997309804845
2022-01-09 09:00:00,0.576,1017.9,17.7,3.7,0.45091657059904505,3.672420761072892
2022-01-09 10:00:00,0.508,1018.1,17.7,2.6,0.9317566688177812,2.4273091088927243
2022-01-09 11:00:00,0.493,1018.1,17.7,1.6,0.5472322293210699,1.5035081932574537
2022-01-09 12:00:00,0.513,1018.6,17.7,2.5,0.6048047389991688,2.425739315689991
2022-01-09 13:00:00,0.524,1019.3,17.8,2.3,0.7107390870623786,2.187429987478853
2022-01-09 14:00:00,0.551,1020.2,17.9,1.9,0.5555062389731998,1.8169790363297673
2022-01-09 15:00:00,0.553,1021.2,18.0,1.4,0.3623466631435291,1.3522961568046956
2022-01-09 16:00:00,0.546,1022.1,18.2,1.7,0.5814342436536367,1.5974774553360442
2022-01-09 17:00:00,0.511,1021.8,18.3,3.2,0.8282209443280666,3.090962644125019
2022-01-09 18:00:00,0.468,1021.3,18.4,3.0,1.3151134403672324,2.696382138897501
2022-01-09 19:00:00,0.468,1021.0,18.5,2.1,1.2638115486193016,1.677134571099315
2022-01-09 20:00:00,0.422,1020.7,18.6,1.2,1.193426274441928,-0.12543415592118357
2022-01-09 21:00:00,0.386,1020.7,18.7,1.2,0.06280314749153228,1.1983554417054885
2022-01-09 22:00:00,0.372,1021.2,18.8,1.7,0.7981016567360144,1.5010109078601757
2022-01-09 23:00:00,0.365,1021.8,18.9,1.3,1.3,2.3880612583373386e-16
2022-01-10 00:00:00,0.363,1022.7,19.0,3.0,-0.1570078687288315,-2.9958886042637216
2022-01-10 01:00:00,0.417,1024.1,19.1,7.8,2.2804992968373496,-7.4591770965116755
2022-01-10 02:00:00,0.458,1024.9,19.1,8.4,3.146695384693664,-7.788344378361014
2022-01-10 03:00:00,0.457,1025.2,19.0,8.7,0.15183593600436696,-8.698674947860603
2022-01-10 04:00:00,0.438,1025.7,19.0,6.7,-0.0,-6.7
2022-01-10 05:00:00,0.408,1026.6,19.0,6.5,1.0168240227615022,-6.419974213868395
2022-01-10 06:00:00,0.332,1026.7,19.0,8.2,1.7048758647056308,-8.020810326017205
2022-01-10 07:00:00,0.24,1026.5,18.9,8.2,2.008420750601659e-15,-8.2
2022-01-10 08:00:00,0.194,1026.5,18.9,8.2,-0.9993286159222092,-8.13887844345884
2022-01-10 09:00:00,0.248,1027.3,18.7,7.3,-2.8523372379716982,-6.719685430202815
2022-01-10 10:00:00,0.297,1027.6,18.6,8.4,-4.451321819558921,-7.123604007713978
2022-01-10 11:00:00,0.209,1028.3,18.6,6.7,-3.2482244556504583,-5.859952037833952
2022-01-10 12:00:00,0.179,1030.0,18.5,8.5,-4.62943179762773,-7.128699827536105
2022-01-10 13:00:00,0.168,1031.8,18.4,8.0,-2.7361611466053497,-7.517540966287267
2022-01-10 14:00:00,0.223,1032.1,18.2,7.3,-3.5391102277982602,-6.384723862117589
2022-01-10 15:00:00,0.278,1033.5,18.1,7.4,-3.9214025553257166,-6.275555911557553
2022-01-10 16:00:00,0.308,1033.9,18.0,6.7,-2.937086683486819,-6.0219201102044195
2022-01-10 17:00:00,0.315,1033.8,18.0,6.8,-3.0871353982289182,-6.058844364480901
2022-01-10 18:00:00,0.331,1033.1,17.2,7.3,-1.8893790292484014,-7.051258531910198
2022-01-10 19:00:00,0.356,1032.0,16.9,6.6,-3.497467143939152,-5.597117434632411
2022-01-10 20:00:00,0.362,1031.2,16.8,6.9,-3.858431033948154,-5.720359250629788
2022-01-10 21:00:00,0.343,1030.7,16.8,7.3,-3.7597779468433954,-6.25732129512542
2022-01-10 22:00:00,0.305,1030.9,16.8,5.9,-3.947870577517264,-4.384554470316626
2022-01-10 23:00:00,0.35,1031.3,16.8,6.1,-3.585490038984086,-4.935003665687179
2022-01-11 00:00:00,0.334,1032.2,16.8,6.2,-2.7179011100922805,-5.572523087054836
2022-01-11 01:00:00,0.314,1032.9,16.9,6.1,-3.0499999999999994,-5.282754963085075
2022-01-11 02:00:00,0.358,1033.3,16.9,7.1,-3.442148303748993,-6.20979992068971
2022-01-11 03:00:00,0.392,1034.1,16.8,6.4,-3.5788345822127803,-5.305840464352268
2022-01-11 04:00:00,0.378,1034.6,16.8,7.2,-4.333068166694748,-5.750175672340508
2022-01-11 05:00:00,0.359,1034.6,16.8,6.1,-4.001960076842094,-4.603728439358909
2022-01-11 06:00:00,0.357,1033.9,16.8,6.3,-4.1331718826401955,-4.754670355403464
2022-01-11 07:00:00,0.37,1033.4,16.8,3.1,-2.6572186321765483,-1.5966180322211678
2022-01-11 08:00:00,0.356,1033.3,16.8,4.2,-3.071685546800516,-2.8643931122624937
2022-01-11 09:00:00,0.32,1032.7,16.8,4.2,-4.016479975044749,-1.2279611598354945
2022-01-11 10:00:00,0.301,1032.6,16.7,4.7,-4.187730663685329,-2.1337553487758703
2022-01-11 11:00:00,0.328,1033.0,16.6,3.6,-3.4238034586625528,-1.112461179749811
2022-01-11 12:00:00,0.41,1033.6,16.5,3.7,-3.103081101398069,-2.0151644295556004
2022-01-11 13:00:00,0.398,1033.9,16.6,3.2,-3.007016386514907,-1.0944644586421404
2022-01-11 14:00:00,0.405,1034.1,16.6,5.1,-3.478191636318742,-3.729903878257769
2022-01-11 15:00:00,0.462,1033.5,16.6,4.1,-3.899331716810129,-1.2669696769372845
2022-01-11 16:00:00,0.538,1034.0,16.6,4.3,-3.9868905746371857,-1.6108083516884213
2022-01-11 17:00:00,0.623,1034.2,16.7,4.2,-2.9698484809834995,-2.9698484809835
2022-01-11 18:00:00,0.677,1033.2,16.7,5.8,-5.693437663996451,-1.1066921731839605
2022-01-11 19:00:00,0.685,1032.4,16.6,5.4,-5.261598349840271,-1.2147356934568707
2022-01-11 20:00:00,0.67,1031.4,16.4,3.7,-3.5739255572695527,-0.9576304668793267
2022-01-11 21:00:00,0.656,1030.7,16.3,4.4,-4.1846486716986755,-1.3596747752497689
2022-01-11 22:00:00,0.675,1030.7,16.2,2.3,-2.2497394816877527,-0.4781968888808467
2022-01-11 23:00:00,0.7,1030.0,16.1,3.2,-1.5999999999999999,-2.771281292110204
2022-01-12 00:00:00,0.697,1029.8,16.1,2.3,-1.860739087062379,-1.351906080272688
2022-01-12 01:00:00,0.706,1030.2,16.1,2.4,-2.1571057111180005,-1.052090752293786
2022-01-12 02:00:00,0.723,1030.8,16.1,2.6,-0.8464772015886074,-2.4583482965582237
2022-01-12 03:00:00,0.71,1030.4,16.1,3.3,-2.0767572904644633,-2.564581672808004
2022-01-12 04:00:00,0.694,1030.1,16.1,2.9,-2.404208960409621,-1.6216594200651657
2022-01-12 05:00:00,0.667,1029.9,16.0,2.2,-2.114775731064302,-0.6064021827973982
2022-01-12 06:00:00,0.646,1029.4,16.0,2.9,-1.5367658662762942,-2.4593394788536354
2022-01-12 07:00:00,0.619,1029.0,16.0,1.9,-1.3895720330764239,-1.295796884118747
2022-01-12 08:00:00,0.565,1028.6,16.0,1.6,-0.940456403667957,-1.294427190999916
2022-01-12 09:00:00,0.49,1028.0,15.9,2.3,-0.9720220020036087,-2.0845079101842945
2022-01-12 10:00:00,0.405,1027.1,15.9,3.0,-2.0459950801874953,-2.1940611048575116
2022-01-12 11:00:00,0.358,1027.0,15.8,4.1,-2.4674415949233977,-3.2744055911939003
2022-01-12 12:00:00,0.275,1026.8,15.6,2.6,-2.511407148351578,-0.6729295172665539
2022-01-12 13:00:00,0.255,1026.8,15.5,3.3,-3.2019758967107883,-0.7983422554789033
2022-01-12 14:00:00,0.279,1026.9,15.4,3.1,-2.96454474348541,0.9063522846404837
2022-01-12 15:00:00,0.329,1027.5,15.3,2.7,-2.6197984609451908,-0.6531891181191027
2022-01-12 16:00:00,0.392,1028.2,15.2,2.8,-1.873565697804803,-2.080805511336704
2022-01-12 17:00:00,0.417,1027.8,15.2,2.0,-1.5542919229139418,-1.2586407820996748
2022-01-12 18:00:00,0.459,1026.8,15.2,2.0,-1.8126155740732999,-0.8452365234813989
2022-01-12 19:00:00,0.501,1025.2,15.0,2.2,-2.159579803584861,-0.41977978982839886
2022-01-12 20:00:00,0.536,1024.2,14.5,2.2,-2.1879481698102015,0.22996261918883784
2022-01-12 21:00:00,0.568,1024.2,14.5,1.9,-1.8927699263743165,0.16559591122055065
2022-01-12 22:00:00,0.57,1024.0,14.6,1.9,-1.411975168407049,1.2713481520818306
2022-01-12 23:00:00,0.539,1024.0,14.7,0.9,-0.4901751315135244,-0.7548035111508816
